"CALLSIGN"	"FREQUENCY"	"SERVICE"	"CLASS"	"STATUS"	"CITY"	"STATE"	"COUNTRY"	"FILENUM"	"FACID"	"LAT"	"LON"	"LICENSEE"	"LATDD"	"LONDD"	"deleted"
"K250AI"	"97.9  MHz"	"FX"	"D"	"LIC"	"THOREAU"	"NM"	"US"	"BLFT   -20070425AAH"	146596	"35-27-59N"	"108-14-25W"	"NATIVE AMERICAN CHRISTIAN VOICE, INC."	35.4664	108.2403	0
"K250AJ"	"97.9  MHz"	"FX"	"D"	"LIC"	"TYLER"	"TX"	"US"	"BLFT   -20100618AYV"	142709	"32-18-38N"	"95-16-19W"	"EAST TEXAS COMMUNITY REPEATER GROUP"	32.3106	95.2719	0
"K250AM"	"97.9  MHz"	"FX"	"D"	"LIC"	"SEAGRAVES"	"TX"	"US"	"BLFT   -20070709AAN"	154979	"32-58-10N"	"102-48-42W"	"HORIZON CHRISTIAN FELLOWSHIP"	32.9694	102.8117	0
"K250AN"	"97.9  MHz"	"FX"	"D"	"LIC"	"ORACLE"	"AZ"	"US"	"BLFT   -20070723ABF"	143516	"32-26-26N"	"110-47-12W"	"COCHISE BROADCASTING LLC"	32.4406	110.7867	0
"K250AO"	"97.9  MHz"	"FX"	"D"	"LIC"	"REDLANDS"	"CO"	"US"	"BLFT   -20070718AAB"	151572	"39-3-57N"	"108-44-45W"	"CIMARRON COMMUNICATIONS CO, LLC"	39.0658	108.7458	0
"K250AP"	"97.9  MHz"	"FX"	"D"	"LIC"	"PIERRE"	"SD"	"US"	"BLFT   -20071226AAL"	142190	"44-25-33N"	"100-21-33W"	"RADIO 74 INTERNATIONALE"	44.4258	100.3592	0
"K250AQ"	"97.9  MHz"	"FX"	"D"	"LIC"	"SEYMOUR"	"TX"	"US"	"BLFT   -20070419AEK"	149485	"33-32-52N"	"99-16-29W"	"HORIZON CHRISTIAN FELLOWSHIP"	33.5478	99.2747	0
"K250AR"	"97.9  MHz"	"FX"	"D"	"LIC"	"OLNEY"	"TX"	"US"	"BLFT   -20070406AAH"	154950	"33-22-5N"	"98-44-15W"	"HORIZON CHRISTIAN FELLOWSHIP"	33.3681	98.7375	0
"K250AT"	"97.9  MHz"	"FX"	"D"	"LIC"	"BELLEVILLE"	"KS"	"US"	"BLFT   -20080424ABA"	152763	"39-49-41N"	"97-37-45W"	"MISSION NEBRASKA, INC."	39.8281	97.6292	0
"K250AU"	"97.9  MHz"	"FX"	"D"	"LIC"	"ADA"	"OK"	"US"	"BLFT   -20080527AAO"	141599	"34-46-26.4N"	"96-39-52.6W"	"THE UNIVERSITY OF OKLAHOMA"	34.774	96.6646	0
"K250AX"	"97.9  MHz"	"FX"	"D"	"LIC"	"BENTONVILLE"	"AR"	"US"	"BLFT   -20090128AHL"	154564	"36-20-59N"	"94-20-54W"	"HOG RADIO, INC."	36.3497	94.3483	0
"K251AB"	"98.1  MHz"	"FX"	"D"	"LIC"	"LONGMONT"	"CO"	"US"	"BLFT   -19920831TD"	30835	"40-14-24N"	"105-3-19W"	"LINCOLN FINANCIAL MEDIA COMPANY OF COLORADO"	40.24	105.0553	0
"K251AC"	"98.1  MHz"	"FX"	"D"	"LIC"	"HELENA"	"MT"	"US"	"BLFT   -19940511TA"	6090	"46-49-32N"	"111-42-26W"	"BOARD OF REGENTS - MONTANA UNIVERSITY SYSTEM"	46.8256	111.7072	0
"K251AF"	"98.1  MHz"	"FX"	"D"	"LIC"	"MONTROSE"	"CO"	"US"	"BLFT   -20050607AAU"	76228	"38-31-0N"	"107-51-8W"	"PROFESSIONAL ANTENNA, TOWER AND TRANSLATOR SERVICE (PATTS)"	38.5167	107.8522	0
"K251AH"	"98.1  MHz"	"FX"	"D"	"LIC"	"GRAND TERRACE"	"CA"	"US"	"BLFT   -19970929TH"	83340	"34-1-20N"	"117-17-46W"	"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC."	34.0222	117.2961	0
"K251AK"	"98.1  MHz"	"FX"	"D"	"LIC"	"THOMASVILLE"	"CO"	"US"	"BLFT   -20041105AKI"	138067	"39-21-12N"	"106-41-0W"	"PITKIN COUNTY TRANSLATOR DEPARTMENT"	39.3533	106.6833	0
"K251AL"	"98.1  MHz"	"FX"	"D"	"LIC"	"BEAUMONT"	"TX"	"US"	"BLFT   -20070413AFN"	145294	"30-6-35N"	"94-1-42W"	"EDUCATIONAL MEDIA FOUNDATION"	30.1097	94.0283	0
"K251AM"	"98.1  MHz"	"FX"	"D"	"LIC"	"JASPER"	"TX"	"US"	"BLFT   -20070629CBZ"	147202	"30-58-31N"	"93-59-24W"	"ALELUYA CHRISTIAN BROADCASTING, INC."	30.9753	93.99	0
"K251AQ"	"98.1  MHz"	"FX"	"D"	"LIC"	"ELSINORE"	"UT"	"US"	"BLFT   -20050223AAE"	41896	"38-38-1N"	"112-3-35W"	"SANPETE COUNTY BROADCASTING CO."	38.6336	112.0597	0
"K251AU"	"98.1  MHz"	"FX"	"D"	"LIC"	"ALBUQUERQUE"	"NM"	"US"	"BLFT   -20061211ABI"	139245	"35-12-44N"	"106-26-58W"	"BIG BEND BROADCASTING"	35.2122	106.4494	0
"K251AV"	"98.1  MHz"	"FX"	"D"	"LIC"	"PARADISE"	"CA"	"US"	"BLFT   -20071116AAE"	139391	"39-44-7N"	"121-36-46W"	"DEER CREEK BROADCASTING, LLC"	39.7353	121.6128	0
"K251AW"	"98.1  MHz"	"FX"	"D"	"LIC"	"VERNON"	"TX"	"US"	"BLFT   -20070122AAG"	149517	"34-9-52N"	"99-19-29W"	"HORIZON CHRISTIAN FELLOWSHIP"	34.1644	99.3247	0
"K251AX"	"98.1  MHz"	"FX"	"D"	"LIC"	"MEDFORD"	"OR"	"US"	"BLFT   -20100121ACJ"	24825	"42-21-12N"	"122-47-8W"	"GRANTS PASS BROADCASTING CORPORATION"	42.3533	122.7856	0
"K251AZ"	"98.1  MHz"	"FX"	"D"	"LIC"	"MALAGA"	"WA"	"US"	"BLFT   -20070618ABY"	157021	"47-19-10N"	"120-14-17W"	"STANLEY S. FUKUHARA"	47.3194	120.2381	0
"K252AI"	"98.3  MHz"	"FX"	"D"	"LIC"	"EVANSTON, ETC."	"WY"	"US"	"BLFT   -19790524IX"	69462	"41-21-6N"	"110-54-20W"	"BEAR RIVER NON-PROFIT RADIO AND TV"	41.3517	110.9056	0
"K252AL"	"98.3  MHz"	"FX"	"D"	"LIC"	"CHESTER, ETC."	"CA"	"US"	"BLFT   -19850429TD"	1118	"40-14-22N"	"121-1-54W"	"THE RESEARCH FOUNDATION"	40.2394	121.0317	0
"K252AM"	"98.3  MHz"	"FX"	"D"	"LIC"	"HOTCHKISS, ETC."	"CO"	"US"	"BLFT   -20050421AAH"	49223	"38-42-40N"	"107-36-19W"	"NORTH FORK VALLEY PUBLIC RADIO, INC."	38.7111	107.6053	0
"K252BF"	"98.3  MHz"	"FX"	"D"	"LIC"	"TEMECULA"	"CA"	"US"	"BLFT   -19961120TG"	35138	"33-27-1N"	"117-7-33W"	"ENTRAVISION HOLDINGS, LLC"	33.4503	117.1258	0
"K252BI"	"98.3  MHz"	"FX"	"D"	"LIC"	"FORTUNA"	"CA"	"US"	"BLFT   -20060510ABE"	27436	"40-26-46N"	"124-8-12W"	"BICOASTAL MEDIA LICENSES II, LLC"	40.4461	124.1367	0
"K252BM"	"98.3  MHz"	"FX"	"D"	"LIC"	"SEELEY LAKE"	"MT"	"US"	"BLFT   -19840116MB"	22911	"47-9-52N"	"113-31-53W"	"GAP BROADCASTING MISSOULA LICENSE, LLC"	47.1644	113.5314	0
"K252BX"	"98.3  MHz"	"FX"	"D"	"LIC"	"GLENWOOD SPRINGS"	"CO"	"US"	"BLFT   -19870617TC"	43885	"39-32-36N"	"107-17-49W"	"SKANDIA, LLC"	39.5433	107.2969	0
"K252CK"	"98.3  MHz"	"FX"	"D"	"LIC"	"SALINAS"	"CA"	"US"	"BMLFT  -20080701AAB"	71995	"36-32-6N"	"121-37-9W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	36.535	121.6192	0
"K252CP"	"98.3  MHz"	"FX"	"D"	"LIC"	"ROSEBURG"	"OR"	"US"	"BLFT   -20090727ADQ"	32955	"43-12-8N"	"123-22-53W"	"RAIDER COMMUNICATIONS, INC."	43.2022	123.3814	0
"K252CQ"	"98.3  MHz"	"FX"	"D"	"LIC"	"NORTHERN APPLE VALLE"	"CA"	"US"	"BLFT   -19880406TD"	29475	"34-36-38N"	"117-17-20W"	"J. DOERING COMMUNICATIONS"	34.6106	117.2889	0
"K252CU"	"98.3  MHz"	"FX"	"D"	"LIC"	"REDSTONE"	"CO"	"US"	"BLFT   -20050203AAM"	52702	"39-14-19N"	"107-13-1W"	"PITKIN COUNTY TRANSLATOR DEPARTMENT"	39.2386	107.2169	0
"K252CV"	"98.3  MHz"	"FX"	"D"	"LIC"	"HOBBS"	"NM"	"US"	"BLFT   -20051024ABJ"	16824	"32-40-25N"	"103-6-43W"	"JIMMY MICHAEL PICKETT"	32.6736	103.1119	0
"K252DA"	"98.3  MHz"	"FX"	"D"	"LIC"	"ENID"	"OK"	"US"	"BLFT   -19950328TA"	51936	"36-23-48N"	"97-52-41W"	"PAUL W. & PATSY REGIER"	36.3967	97.8781	0
"K252DB"	"98.3  MHz"	"FX"	"D"	"LIC"	"RURAL UTAH COUNTY"	"UT"	"US"	"BLFT   -19900323TD"	67255	"40-5-19N"	"111-49-17W"	"AIRFREE WIRELESS, INC."	40.0886	111.8214	0
"K252DG"	"98.3  MHz"	"FX"	"D"	"LIC"	"SIOUX FALLS"	"SD"	"US"	"BLFT   -19970421TD"	77798	"43-33-37N"	"96-49-55W"	"CHRISTIAN HERITAGE BROADCASTING, INC."	43.5603	96.8319	0
"K252DI"	"98.3  MHz"	"FX"	"D"	"LIC"	"SALT LAKE CITY"	"UT"	"US"	"BLFT   -20010423AAE"	78152	"40-48-29N"	"111-53-22W"	"FIRST NATIONAL BROADCASTING CORPORATION"	40.8081	111.8894	0
"K252DL"	"98.3  MHz"	"FX"	"D"	"LIC"	"WALTON"	"OR"	"US"	"BLFT   -20020619AAS"	92367	"44-4-0N"	"123-37-42W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	44.0667	123.6283	0
"K252DM"	"98.3  MHz"	"FX"	"D"	"LIC"	"AUSTIN"	"MN"	"US"	"BLFT   -20020716AAB"	3342	"43-43-24N"	"92-59-11W"	"MINN-IOWA CHRISTIAN BROADCASTING, INC."	43.7233	92.9864	0
"K252DN"	"98.3  MHz"	"FX"	"D"	"LIC"	"SPEARFISH"	"SD"	"US"	"BLFT   -20030711ABW"	9660	"44-29-33N"	"103-50-5W"	"NEW RUSHMORE RADIO, INC."	44.4925	103.8347	0
"K252DO"	"98.3  MHz"	"FX"	"D"	"LIC"	"MADERA"	"CA"	"US"	"BLFT   -20070108AAK"	151372	"36-57-57N"	"120-2-6W"	"HORIZON CHRISTIAN FELLOWSHIP"	36.9658	120.035	0
"K252DT"	"98.3  MHz"	"FX"	"D"	"LIC"	"SENECA"	"KS"	"US"	"BLFT   -20070406AAR"	152903	"39-47-5N"	"96-11-45W"	"HORIZON CHRISTIAN FELLOWSHIP"	39.7847	96.1958	0
"K252DZ"	"98.3  MHz"	"FX"	"D"	"LIC"	"MOUNTAIN VILLAGE"	"CO"	"US"	"BLFT   -20081024AES"	157077	"37-59-29N"	"107-58-21W"	"PROFESSIONAL ANTENNA, TOWER AND TRANSLATOR SERVICE (PATTS)"	37.9914	107.9725	0
"K252EA"	"98.3  MHz"	"FX"	"D"	"LIC"	"LARAMIE"	"WY"	"US"	"BLFT   -20060823ACG"	155115	"41-18-39.1N"	"105-27-12.1W"	"YOUNGERS COLORADO BROADCASTING LLC"	41.3109	105.4534	0
"K252EB"	"98.3  MHz"	"FX"	"D"	"LIC"	"CLEBURNE"	"TX"	"US"	"BLFT   -20070622AEP"	154876	"32-22-21N"	"97-21-4W"	"RADIO ASSIST MINISTRY, INC."	32.3725	97.3511	0
"K252EE"	"98.3  MHz"	"FX"	"D"	"LIC"	"POPLAR BLUFF"	"MO"	"US"	"BLFT   -20070723AAK"	138448	"36-49-3N"	"90-27-20W"	"COMMUNITY BROADCASTING, INC."	36.8175	90.4556	0
"K252EF"	"98.3  MHz"	"FX"	"D"	"LIC"	"STOCKTON"	"MO"	"US"	"BLFT   -20071116ADJ"	140396	"37-45-17.2N"	"93-50-6.4W"	"COMMUNITY BROADCASTING, INC."	37.7548	93.8351	0
"K252EG"	"98.3  MHz"	"FX"	"D"	"LIC"	"NORFOLK"	"NE"	"US"	"BLFT   -20060203ABE"	153332	"42-1-52N"	"97-21-28W"	"VSS CATHOLIC COMMUNICATIONS, INC."	42.0311	97.3578	0
"K252EH"	"98.3  MHz"	"FX"	"D"	"LIC"	"PARK CITY"	"UT"	"US"	"BLFT   -20070731ADE"	155025	"40-41-0.2N"	"111-31-23.3W"	"PHASOR PHYSICS, INC."	40.6834	111.5231	0
"K252EI"	"98.3  MHz"	"FX"	"D"	"LIC"	"RIALTO"	"CA"	"US"	"BLFT   -20070503AAW"	144445	"34-9-32N"	"117-18-52W"	"CARLOS ARANA MINISTRIES"	34.1589	117.3144	0
"K252EJ"	"98.3  MHz"	"FX"	"D"	"LIC"	"WRANGELL"	"AK"	"US"	"BLFT   -20060810AAZ"	147853	"56-7-4N"	"132-21-19W"	"ALASKA BROADCAST COMMUNICATIONS, INC."	56.1178	132.3553	0
"K252EL"	"98.3  MHz"	"FX"	"D"	"LIC"	"TREMONTON"	"UT"	"US"	"BLFT   -20050114ACM"	146355	"41-44-54N"	"112-13-37W"	"SUN VALLEY RADIO, INC."	41.7483	112.2269	0
"K252EN"	"98.3  MHz"	"FX"	"D"	"LIC"	"ROCKFORD"	"OR"	"US"	"BLFT   -20071005ADT"	155822	"45-42-6N"	"121-32-5W"	"BICOASTAL MEDIA LICENSES IV, LLC"	45.7017	121.5347	0
"K252ES"	"98.3  MHz"	"FX"	"D"	"LIC"	"TUBA CITY"	"AZ"	"US"	"BLFT   -20100113AAU"	155722	"36-1-7N"	"111-11-3W"	"ROCKET RADIO CORPORATION"	36.0186	111.1842	0
"K252ET"	"98.3  MHz"	"FX"	"D"	"LIC"	"PAGOSA SPRINGS"	"CO"	"US"	"BLFT   -20090204AAI"	144680	"37-11-32N"	"107-5-55W"	"NATIVE AMERICAN CHRISTIAN VOICE, INC."	37.1922	107.0986	0
"K252EV"	"98.3  MHz"	"FX"	"D"	"LIC"	"MANHATTAN"	"KS"	"US"	"BLFT   -20090507ACY"	142515	"39-14-12N"	"96-35-25W"	"UNIVERSITY OF KANSAS"	39.2367	96.5903	0
"K252EW"	"98.3  MHz"	"FX"	"D"	"LIC"	"BLACK EAGLE"	"MT"	"US"	"BLFT   -20091130APN"	142920	"47-32-23N"	"111-17-6W"	"FISHER RADIO REGIONAL GROUP, INC."	47.5397	111.285	0
"K252EX"	"98.3  MHz"	"FX"	"D"	"LIC"	"SPENCER"	"IA"	"US"	"BLFT   -20091123AHL"	152235	"43-9-57N"	"95-8-46W"	"SAGA COMMUNICATIONS OF IOWA, LLC"	43.1658	95.1461	0
"K253AA"	"98.5  MHz"	"FX"	"D"	"LIC"	"SUSANVILLE"	"CA"	"US"	"BLFT   -20090715AIR"	54980	"40-26-36N"	"120-38-35W"	"EDUCATIONAL MEDIA FOUNDATION"	40.4433	120.6431	0
"K253AB"	"98.5  MHz"	"FX"	"D"	"LIC"	"ABERDEEN"	"SD"	"US"	"BLFT   -20050914AAB"	72908	"45-27-41N"	"98-20-15W"	"CHRISTIAN HERITAGE BROADCASTING, INC."	45.4614	98.3375	0
"K253AD"	"98.5  MHz"	"FX"	"D"	"LIC"	"OCEANSIDE"	"CA"	"US"	"BLFT   -20081209AEM"	156524	"33-6-40N"	"117-12-5W"	"EDUCATIONAL MEDIA FOUNDATION"	33.1111	117.2014	0
"K253AH"	"98.5  MHz"	"FX"	"D"	"LIC"	"COLORADO SPRINGS"	"CO"	"US"	"BLFT   -20061016ADU"	139087	"38-53-10N"	"104-53-24W"	"MOUNTAIN COMMUNITY TRANSLATORS, LLC"	38.8861	104.89	0
"K253AJ"	"98.5  MHz"	"FX"	"D"	"LIC"	"NORTH EDWARDS"	"CA"	"US"	"BLFT   -20100423ACY"	138849	"34-53-30.46N"	"117-30-47.35W"	"ONDAS DE VIDA, INC."	34.8918	117.5132	0
"K253AN"	"98.5  MHz"	"FX"	"D"	"LIC"	"SUNSET VALLEY"	"TX"	"US"	"BLFT   -20060117AFI"	139280	"30-19-23N"	"97-47-58W"	"HFP RADIO, LLC"	30.3231	97.7994	0
"K253AY"	"98.5  MHz"	"FX"	"D"	"LIC"	"GOLDSBY"	"OK"	"US"	"BMLFT  -20080623AAE"	148125	"35-12-12N"	"97-27-42W"	"THE LOVE STATION, INC."	35.2033	97.4617	0
"K253AZ"	"98.5  MHz"	"FX"	"D"	"LIC"	"GILLETTE"	"WY"	"US"	"BLFT   -20090227ABK"	71155	"44-12-34N"	"105-28-4W"	"BILL RAWLINGS"	44.2094	105.4678	0
"K254AG"	"98.7  MHz"	"FX"	"D"	"LIC"	"GONZALES"	"CA"	"US"	"BLFT   -19981019TG"	85038	"36-23-0N"	"121-25-40W"	"FAMILY STATIONS, INC."	36.3833	121.4278	0
"K254AH"	"98.7  MHz"	"FX"	"D"	"LIC"	"ISLA VISTA"	"CA"	"US"	"BLFT   -20000926ANE"	85653	"34-28-1N"	"119-40-37W"	"PACIFICA FOUNDATION, INC."	34.4669	119.6769	0
"K254AK"	"98.7  MHz"	"FX"	"D"	"LIC"	"RENO"	"NV"	"US"	"BLFT   -19980508TB"	20892	"39-35-3N"	"119-47-52W"	"FAMILY STATIONS, INC."	39.5842	119.7978	0
"K254AL"	"98.7  MHz"	"FX"	"D"	"LIC"	"LIVINGSTON"	"MT"	"US"	"BLFT   -20061027AAM"	11009	"45-40-21N"	"110-32-21W"	"GAP BROADCASTING BOZEMAN LICENSE, LLC"	45.6725	110.5392	0
"K254AM"	"98.7  MHz"	"FX"	"D"	"LIC"	"FORT SMITH"	"AR"	"US"	"BLFT   -20020604AAH"	85710	"35-17-22N"	"94-25-17W"	"EDUCATIONAL MEDIA FOUNDATION"	35.2894	94.4214	0
"K254AR"	"98.7  MHz"	"FX"	"D"	"LIC"	"TRUCKEE"	"CA"	"US"	"BLFT   -20031103AAT"	88576	"39-19-24N"	"119-56-35W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	39.3233	119.9431	0
"K254AS"	"98.7  MHz"	"FX"	"D"	"LIC"	"NASHVILLE"	"AR"	"US"	"BLFT   -20070108AAI"	150918	"34-0-57N"	"93-54-32W"	"HORIZON CHRISTIAN FELLOWSHIP"	34.0158	93.9089	0
"K254AX"	"98.7  MHz"	"FX"	"D"	"LIC"	"REXBURG"	"ID"	"US"	"BMLFT  -20080115ACO"	152310	"43-47-58N"	"111-46-32W"	"RADIO ASSIST MINISTRY, INC."	43.7994	111.7756	0
"K254AZ"	"98.7  MHz"	"FX"	"D"	"LIC"	"ALICE"	"TX"	"US"	"BLFT   -20070709AAR"	154842	"27-45-8N"	"98-7-55W"	"HISPANIC CHRISTIAN COMMUNITY NETWORK, INC."	27.7522	98.1319	0
"K254BA"	"98.7  MHz"	"FX"	"D"	"LIC"	"KODIAK"	"AK"	"US"	"BLFT   -20080825AAR"	142000	"57-47-3N"	"152-23-57W"	"KODIAK ISLAND BROADCASTING CO., INC."	57.7842	152.3992	0
"K254BB"	"98.7  MHz"	"FX"	"D"	"LIC"	"GUNNISON"	"CO"	"US"	"BLFT   -20070727ACC"	151542	"38-31-41N"	"106-54-13.8W"	"PROFESSIONAL ANTENNA, TOWER AND TRANSLATOR SERVICE (PATTS)"	38.5281	106.9038	0
"K254BC"	"98.7  MHz"	"FX"	"D"	"LIC"	"HUNTSVILLE"	"TX"	"US"	"BLFT   -20070910ABO"	141206	"30-42-54N"	"95-31-42W"	"HOUSTON CHRISTIAN BROADCASTERS, INC."	30.715	95.5283	0
"K254BD"	"98.7  MHz"	"FX"	"D"	"LIC"	"SAGUACHE"	"CO"	"US"	"BLFT   -20100405ACG"	138770	"38-9-48N"	"106-7-53W"	"EQUAL REPRESENTATION OF MEDIA ADVOCACY CORPORATION"	38.1633	106.1314	0
"K254BE"	"98.7  MHz"	"FX"	"D"	"LIC"	"OSAGE BEACH"	"MO"	"US"	"BLFT   -20060822AIE"	138436	"38-9-24N"	"92-36-49W"	"COMMUNITY BROADCASTING, INC."	38.1567	92.6136	0
"K254BF"	"98.7  MHz"	"FX"	"D"	"LIC"	"OROVILLE"	"CA"	"US"	"BLFT   -20090121AAG"	92350	"39-39-4N"	"121-27-43W"	"CALVARY CHAPEL OF TWIN FALLS, INC."	39.6511	121.4619	0
"K254BI"	"98.7  MHz"	"FX"	"D"	"LIC"	"EUREKA"	"KS"	"US"	"BLFT   -20070406ACX"	152851	"37-55-39N"	"96-14-41W"	"RADIO ASSIST MINISTRY, INC."	37.9275	96.2447	0
"K254BJ"	"98.7  MHz"	"FX"	"D"	"LIC"	"QUANAH"	"TX"	"US"	"BLFT   -20070719AED"	154973	"34-19-35N"	"99-43-13W"	"JOHN L WHITE"	34.3264	99.7203	0
"K254BK"	"98.7  MHz"	"FX"	"D"	"LIC"	"APPLETON"	"MN"	"US"	"BLFT   -20070524ABA"	153253	"45-10-49N"	"95-59-47W"	"HORIZON CHRISTIAN FELLOWSHIP"	45.1803	95.9964	0
"K254BL"	"98.7  MHz"	"FX"	"D"	"LIC"	"COPPERAS COVE"	"TX"	"US"	"BLFT   -20070320ALW"	144896	"31-6-1N"	"97-55-39W"	"EDUCATIONAL MEDIA FOUNDATION"	31.1003	97.9275	0
"K254BN"	"98.7  MHz"	"FX"	"D"	"LIC"	"WEST ODESSA"	"TX"	"US"	"BLFT   -20070622AEI"	155003	"31-51-45N"	"102-25-0W"	"HORIZON CHRISTIAN FELLOWSHIP"	31.8625	102.4167	0
"K255AC"	"98.9  MHz"	"FX"	"D"	"LIC"	"TUCSON"	"AZ"	"US"	"BLFT   -19950113TD"	40097	"32-26-29N"	"110-46-44W"	"MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT"	32.4414	110.7789	0
"K255AD"	"98.9  MHz"	"FX"	"D"	"LIC"	"RURAL GARFIELD, ETC."	"UT"	"US"	"BLFT   -19920902TB"	23184	"38-32-12N"	"112-4-22W"	"GARFIELD COUNTY"	38.5367	112.0728	0
"K255AE"	"98.9  MHz"	"FX"	"D"	"LIC"	"ST. GEORGE"	"UT"	"US"	"BLFT   -19930726TG"	6785	"37-1-50N"	"113-35-25W"	"CCR-ST. GEORGE IV, LLC"	37.0306	113.5903	0
"K255AH"	"98.9  MHz"	"FX"	"D"	"LIC"	"JOPLIN"	"MO"	"US"	"BLFT   -19980225TJ"	76892	"36-58-54N"	"94-28-36W"	"BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY"	36.9817	94.4767	0
"K255AJ"	"98.9  MHz"	"FX"	"D"	"LIC"	"MYRTLE CREEK"	"OR"	"US"	"BLFT   -19970606TM"	83034	"42-54-6N"	"123-17-7W"	"RAIDER COMMUNICATIONS, INC."	42.9017	123.2853	0
"K255AK"	"98.9  MHz"	"FX"	"D"	"LIC"	"HAPPY CAMP"	"CA"	"US"	"BLFT   -19970707TM"	84116	"41-51-29N"	"123-21-9W"	"SLATER BUTTE TRANSLATOR COMPANY"	41.8581	123.3525	0
"K255AM"	"98.9  MHz"	"FX"	"D"	"LIC"	"MONTICELLO"	"AR"	"US"	"BLFT   -19980120TD"	84627	"33-36-16N"	"91-47-14W"	"PINES BROADCASTING, INC."	33.6044	91.7872	0
"K255AO"	"98.9  MHz"	"FX"	"D"	"LIC"	"ELLENDALE"	"ND"	"US"	"BLFT   -20041012ABJ"	72916	"46-0-4N"	"98-31-25W"	"CHRISTIAN HERITAGE BROADCASTING, INC."	46.0011	98.5236	0
"K255AQ"	"98.9  MHz"	"FX"	"D"	"LIC"	"STRAWBERRY"	"AZ"	"US"	"BLFT   -20040122ABT"	144136	"34-25-51N"	"111-30-13W"	"ROCKET RADIO CORPORATION"	34.4308	111.5036	0
"K255AR"	"98.9  MHz"	"FX"	"D"	"LIC"	"TRINITY"	"TX"	"US"	"BLFT   -20070316ABM"	150789	"30-57-2.6N"	"95-22-5.3W"	"ALELUYA CHRISTIAN BROADCASTING, INC."	30.9507	95.3681	0
"K255AS"	"98.9  MHz"	"FX"	"D"	"LIC"	"JULESBURG"	"CO"	"US"	"BLFT   -20070319AAR"	156330	"40-54-19N"	"102-22-32W"	"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC."	40.9053	102.3756	0
"K255AT"	"98.9  MHz"	"FX"	"D"	"LIC"	"PAMPA"	"TX"	"US"	"BLFT   -20070406AFI"	154954	"35-31-3N"	"100-58-5W"	"GRACE COMMUNITY CHURCH OF AMARILLO"	35.5175	100.9681	0
"K255AU"	"98.9  MHz"	"FX"	"D"	"LIC"	"CORRALES"	"NM"	"US"	"BLFT   -20060810ANV"	138678	"35-13-2N"	"106-27-6W"	"IHR EDUCATIONAL BROADCASTING"	35.2172	106.4517	0
"K255AW"	"98.9  MHz"	"FX"	"D"	"LIC"	"SIKESTON"	"MO"	"US"	"BLFT   -20091113ADA"	153458	"36-56-33N"	"89-41-47W"	"WITHERS BROADCASTING COMPANY OF SOUTHEAST MISSOURI, LLC"	36.9425	89.6964	0
"K255AX"	"98.9  MHz"	"FX"	"D"	"LIC"	"PINE BLUFF"	"AR"	"US"	"BLFT   -20070601BRR"	150984	"34-13-26N"	"92-0-24W"	"HORIZON CHRISTIAN FELLOWSHIP"	34.2239	92.0067	0
"K255AY"	"98.9  MHz"	"FX"	"D"	"LIC"	"MARYSVILLE"	"CA"	"US"	"BLFT   -20070202ACI"	140098	"39-10-9N"	"121-37-27W"	"EDUCATIONAL MEDIA FOUNDATION"	39.1692	121.6242	0
"K255AZ"	"98.9  MHz"	"FX"	"D"	"LIC"	"NICKERSON"	"KS"	"US"	"BLFT   -20050315ABK"	142265	"38-8-47N"	"98-5-0W"	"GREAT PLAINS CHRISTIAN RADIO, INC."	38.1464	98.0833	0
"K255BB"	"98.9  MHz"	"FX"	"D"	"LIC"	"MAURICEVILLE"	"TX"	"US"	"BLFT   -20070625AAN"	148556	"30-9-28N"	"93-48-8W"	"EDUCATIONAL MEDIA FOUNDATION"	30.1578	93.8022	0
"K255BC"	"98.9  MHz"	"FX"	"D"	"LIC"	"ONAWA"	"IA"	"US"	"BLFT   -20070627ADB"	152482	"42-2-14N"	"95-53-4W"	"HORIZON CHRISTIAN FELLOWSHIP"	42.0372	95.8844	0
"K255BE"	"98.9  MHz"	"FX"	"D"	"LIC"	"TULSA"	"OK"	"US"	"BLFT   -20070702AAU"	147372	"36-6-25N"	"95-47-13W"	"EDUCATIONAL MEDIA FOUNDATION"	36.1069	95.7869	0
"K255BH"	"98.9  MHz"	"FX"	"D"	"LIC"	"GLENWOOD"	"AR"	"US"	"BLFT   -20080925AGK"	150880	"34-18-38N"	"93-32-4W"	"MLS BROADCASTING,"	34.3106	93.5344	0
"K255BL"	"98.9  MHz"	"FX"	"D"	"LIC"	"CRAIG"	"CO"	"US"	"BLFT   -20060905AAL"	139406	"40-11-45N"	"107-56-0W"	"PROFESSIONAL ANTENNA, TOWER AND TRANSLATOR SERVICE (PATTS)"	40.1958	107.9333	0
"K255BP"	"98.9  MHz"	"FX"	"D"	"LIC"	"MILBANK"	"SD"	"US"	"BLFT   -20070604AAK"	149609	"45-12-48N"	"96-38-25W"	"HORIZON CHRISTIAN FELLOWSHIP"	45.2133	96.6403	0
